shiptype,length,breadth,draught,longtitude,latitude,sog,cog,th,tss
70,107,15,5.3,14.52,54.09,11.4,237.9,236,1
70,107,15,5.3,14.51,54.09,11.5,237.8,236,1
70,107,15,5.3,14.51,54.09,11.5,237.7,236,1
70,107,15,5.3,14.5,54.09,11.5,237.3,236,1
70,107,15,5.3,14.5,54.09,11.5,237.0,236,1
70,107,15,5.3,14.5,54.09,11.6,236.0,235,1
70,107,15,5.3,14.49,54.08,11.6,237.3,236,1
70,107,15,5.3,14.49,54.08,11.6,237.1,236,1
70,107,15,5.3,14.48,54.08,11.5,237.5,237,1
70,107,15,5.3,14.48,54.08,11.5,237.1,237,1
70,107,15,5.3,14.47,54.08,11.5,237.6,236,1
70,107,15,5.3,14.47,54.07,11.4,237.4,236,1
70,107,15,5.3,14.46,54.07,11.4,237.7,236,1
70,107,15,5.3,14.46,54.07,11.4,237.3,236,1
70,107,15,5.3,14.45,54.07,11.4,236.9,236,1
